ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
0451164075,Ax: An 87th Precinct Mystery,Ed McBain,1994,Signet Book
1551669110,Beyond The Threshold,Linda Lael Miller,2002,Mira
0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio,2001,Penguin Books
0312141173,Leslie Linsley's 15-Minute Decorating Ideas,Leslie Linsley,1996,St. Martin's Press
0671737198,500 Terrific Ideas for Organizing Everything,Sheree Bykofsky,1993,Simon &amp; Schuster
0671760513,"Spartacus (Star Trek The Next Generation, No 20)",T.L. Mancour,1992,Star Trek
0671709453,DEEP SIX,Clive Cussler,1990,Pocket
0425174816,My Fair Lord,Julie Beard,2000,Berkley Publishing Group
0812566645,Legends 3,Robert Silverberg,2000,Tor Books
0441062253,Bio of an Ogre: The Autobiography of Piers Anthony to Age 50,Piers Anthony,1989,Ace Books
0312185839,Fortunes of War,Stephen Coonts,1998,St. Martin's Press
0440229707,The Sisterhood of the Traveling Pants (Readers Circle),ANN BRASHARES,2004,Laure Leaf
0758206267,The Wife of Reilly,Jennifer Coburn,2004,STRAPLESS
0316735698,Forever: A Novel,Pete Hamill,2003,Back Bay Books
0345439112,All Is Vanity (Ballantine Reader's Circle),CHRISTINA SCHWARZ,2003,Ballantine Books
0671026070,Bag of Bones International,King,1988,Pocket Books
0670881791,Chocolat: A Novel,Joanne Harris,1999,Viking Books
0440205506,A Woman of Independent Means,Elizabeth Forsythe Hailey,1990,Dell
0786886994,Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole,Maryanne Vollers,2002,Miramax
0425067823,Elephants Can Remember (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2004,Berkley Publishing Group
1560763396,"Steel and Stone (Dragonlance: The Meetings Sextet, Vol. 5)",Ellen Porath,1992,Wizards of the Coast
0515103454,Haunted,James Herbert,1993,Jove Books
0345253434,The Fellowship of the Ring,J. R. R. Tolkien,1976,Not Avail
0312872011,Mars Crossing,Geoffrey A. Landis,2000,Tor Books
0804119120,A Conspiracy of Paper : A Novel (Ballantine Reader's Circle),DAVID LISS,2001,Ballantine Books
0345418824,The Harlot by the Side of the Road: Forbidden Tales of the Bible,Jonathan Kirsch,1998,Ballantine Books
0553579274,A Finer End,DEBORAH CROMBIE,2002,Bantam
0440204275,Killing Time in St. Cloud,Judith Guest,1989,Dell Publishing Company
0345433297,Nightshade,John Saul,2000,Ballantine Books
0060927860,"Atticus : Novel, A",Ron Hansen,1997,Perennial
0671646788,The Magic of Thinking Big,David Schwartz,1987,Fireside
844065880X,La Momia,Anne Rice,2000,Ediciones B
0140153195,Justine (Alexandria Quartet),Lawrence Durrell,1991,Penguin Books
0307302016,Winnie the Pooh and the Honey Tree (Little Golden Books),Golden Books,1995,Western Publishing Company
0689832362,Parallel Journeys,Eleanor H. Ayer,2000,Aladdin
0140314601,Playing Beatie Bow (Puffin Books),Ruth Park,1984,Puffin Books
0394700023,The Stranger,Albert Camus,1954,Vintage Books USA
0764227270,Not a Sparrow Falls,Linda Nichols,2002,Bethany House Publishers
074341022X,Dark Hollow,John Connolly,2002,Pocket
0749320346,The Bridges of Madison County,Robert James Waller,1995,Mandarin
0060975644,Happy All the Time: A Novel,Laurie Colwin,1993,Perennial
034544177X,All Souls: A Family Story from Southie (Ballantine Reader's Circle),Michael Patrick MacDonald,2000,Ballantine Books
038070918X,Beezus and Ramona,Beverly Cleary,1990,HarperTrophy
0590440764,Noonday Friends,Mary Stolz,0,Scholastic Inc
0380723816,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,1996,HarperTrophy
0590944649,Titanic Crossing,Barbara Williams,1997,Scholastic
0440404908,Fudge-A-Mania,Judy Blume,1991,Yearling
0380709554,Ribsy (Cleary Reissue),Beverly Cleary,1992,HarperTrophy
0440477069,SECRET GARDEN,FRANCES HODGSON BURNETT,1971,Yearling
0440986591,"Then Again, Maybe I Won't",Judy Blume,1976,Laure Leaf
0553573209,Firefly Beach,Luanne Rice,2001,Bantam Books
0451526961,A Midsummer Night's Dream (Signet Classic),William Shakespeare,1998,Signet Book
0515128821,The Breaker,Minette Walters,2000,Jove Books
0765340747,"The Pillars of Creation (Sword of Truth, Book 7)",Terry Goodkind,2002,Tor Books
0812555104,Yon Ill Wind : A Xanth Novel (Xanth),Piers Anthony,1997,Tor Fantasy
038071129X,The Death of a Joyce Scholar : A Peter McGarr Mystery,Bartholomew Gill,2002,Avon
0380816032,The Big U,Neal Stephenson,2001,Perennial
0449220184,Seventh Heaven,Alice Hoffman,1991,Fawcett Books
1576737535,The Truth Seeker (O'Malley #3),Dee Henderson,2001,Multnomah
0399140433,The Judge,Steven Paul Martini,1996,Putnam Pub Group
0452283035,Frida,Barbara Mujica,2002,Plume Books
0316107107,Bloom County: Loose Tails,Berke Breathed,1983,Little Brown &amp; Co
0345394259,Hotel Paradise,Martha Grimes,1997,Ballantine Books
0671738275,MALICE DOMESTIC 2 (Malice Domestic (Paperback)),Martin Greenberg,1993,Pocket
0553565370,Scandal in Fair Haven,Carolyn G. Hart,1995,Bantam Books
3404148215,Outback. Shane O'Connors erster Fall.,Manuela Martini,2002,LÃ?Â¼bbe
0441002536,Fantastic Alice,Margaret Weis,1995,Berkley Pub Group
0440225272,Homecoming,Belva Plain,1998,Dell Publishing Company
0671612689,Weave World,Clive Barker,1987,Simon &amp; Schuster
0517189542,Little Women (Children's Classics),LOUISA MAY ALCOTT,1998,Children's Classics
0671551817,When All You've Ever Wanted Isn't Enough,Harold S. Kushner,1987,Pocket
0804105278,Living Out Loud,Anna Quindlen,1992,Ivy Books
0380000490,Sunshine: A Novel (An Avon/Flare Book),Norma Klein,1982,Harper Mass Market Paperbacks (Mm)
0872169294,Morgans Passing,Anne Tyler,0,"Playboy Enterprises, Inc"
0312902026,Isak Dinesen: The Life of a Storyteller,Judith Thurman,1985,St Martins Pr (Mm)
0671657151,CLOSING OF THE AMERICAN MIND,Allan Bloom,1988,Simon &amp; Schuster
0874776929,Homeopathic Medicine for Children and Infants,Dana Ullman,1992,Jeremy P. Tarcher
0761507930,The Stay-At-Home Mom's Guide to Making Money: How to Create the Business That's Right for You Using the Skills and Interests You Already Have,Liz Folger,1997,Prima Lifestyles
0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins
0451526066,The Turn of the Screw: And Other Short Novels,Henry James,1995,Signet Classics
0020518501,For Whome the Bell Tolls  (REISSUE) (A Scribner Classic),Ernest Hemingway,1987,Scribner Paper Fiction
0345291328,Ordinary People,Guest,1980,Not Avail
076790284X,Bella Tuscany : The Sweet Life in Italy,FRANCES MAYES,2000,Broadway
0395500761,"Richard Brautigan's Trout Fishing in America, The Pill versus The Springhill Mine Disaster, and In Watermelon Sugar",Richard Brautigan,1989,Mariner Books
0671042440,Bridget (Women of Primrose Creek),Linda Lael Miller,2000,Pocket
0553584014,The Secret Hour,LUANNE RICE,2004,Bantam
0375503722,No Certain Rest : A Novel,Jim Lehrer,2002,Random House
0312306180,Jenny and the Jaws of Life: Short Stories,Jincy Willett,2002,St. Martin's Griffin
1563899809,"Unmanned (Y: The Last Man, Book 1)",Brian K. Vaughan,2003,DC Comics
1884910033,Fiction Writer's Workshop,Josip Novakovich,1995,F &amp; W Pubns
1563893339,Death : The Time of Your Life (Death),Neil Gaiman,1997,DC Comics
1563891336,Death: The High Cost of Living,Neil Gaiman,1994,DC Comics
0440227127,"Romeo &amp; Juliet : The Contemporary Film, The Classic Play",WILLIAM SHAKESPEARE,1996,Laurel Leaf
0140440011,The Odyssey (Classics S.),Homer,1970,Penguin Books Ltd
0671020668,The OBJECT OF MY AFFECTION MOVIE TIE IN,Stephen McCauley,1998,Pocket
0806511915,The Concise Lexicon of the Occult,Gerina Dunwich,1990,Carol Publishing Corporation
0446364797,The Silken Web,Sandra Brown,1993,Warner Books
0515126500,Do No Harm,Don Donaldson,1999,Jove Books
068801111X,How Do They Do That?,Caroline Sutton,1982,Perennial Currents
0517566540,Curious Customs: The Stories Behind 296 Popular American Rituals (Stonesong Press Books),Tad Tuleja,1987,Three Rivers Press (CA)
006440188X,The Secret Garden,Frances Hodgson Burnett,1998,HarperTrophy
0140366849,Black Beauty (Puffin Classics),Anna Sewell,1994,Puffin Books
078601556X,Crimson Shadows,Trisha Baker,2003,Pinnacle Books
0446610739,Futureland,Walter Mosley,2002,Warner Books
0061097497,Other Worlds,Barbara Michaels,2000,HarperTorch
0061040282,Medicine Woman,Lynn V. Andrews,1993,Harper Mass Market Paperbacks
0671762680,Dreams : Hidden Meanings and Secrets,Orion,1983,Fireside
0060099453,"Merry Christmas, Amelia Bedelia (I Can Read Book 2)",Peggy Parish,2002,HarperTrophy
069401236X,A Little Princess (Book and Charm),Frances Hodgson Burnett,1999,HarperFestival
0375804013,The Monster at the End of This Book (Jellybean Books(Tm).),Jon Stone,1999,Rhcp Mass Market
0141302712,The Umbrella Man and Other Stories (Short Story Collection),Roald Dahl,2000,Puffin Books
0352333405,Stand and Deliver (Black Lace),Helena Ravenscroft,1999,Buccaneer Books Inc
0156332256,Four Quartets (Harvest Book),T. S. Eliot,1968,Harvest Books
0553104225,Deep,Peter Benchley,0,Bantam Doubleday Dell
0451117298,Cujo,Stephen King,1982,New American Library
0156632772,Murder in the Cathedral (A Harvest/Hbj Book),T. S. Eliot,1964,Harvest Books
3492270409,Misterioso. Kriminalroman.,Arne Dahl,2002,Piper
0451167783,A Streetcar Named Desire,Tennessee Williams,1989,Signet Book
0451624955,Lysistrata,Aristophanes,1986,Signet Book
0140450238,"Saint Joan: A Chronicle Play in Six Scenes and an Epilogue (Shaw, Bernard, Bernard Shaw Library.)",Bernard Shaw,1957,Penguin Books
0140430636,Bleak House (English Library),Charles Dickens,1971,Penguin USA
0486264734,Bartleby and Benito Cereno (Dover Thrift Editions),Herman Melville,1990,Dover Publications
0060812516,Uncle Tom's Children (Perennial Library),Richard Wright,1993,Perennial
0140042210,A Portrait of the Artist As a Young Man,James Joyce,1989,Penguin USA
0385313136,Covenant With the Vampire: The Diaries of the Family Dracul,Jeanne Kalogridis,1994,Bantam Dell Pub Group
0812522486,The Little Country,Charles de Lint,1997,Tor Books (Mm)
0688168957,Hunting Down Amanda,Andrew Klavan,1999,William Morrow
0553062247,Los Alamos: A Novel,Joseph Kanon,1997,Bantam Dell Pub Group
0345450736,"Between Sisters (Hannah, Kristin)",KRISTIN HANNAH,2003,Ballantine Books
0679450424,No Safe Place,Richard North Patterson,1998,Random House Inc
1575667622,Kentucky Heat,Fern Michaels,2002,Kensington Publishing Corporation
0679776362,I Was Amelia Earhart: A Novel (Vintage Contemporaries),Jane Mendelsohn,1997,Vintage Books USA
0140278206,The House Gun,Nadine Gordimer,1999,Penguin Books
0803261705,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk,2000,University of Nebraska Press
0515119652,From the Heart: Tonight and Always/A Matter of Choice/Endings and Beginnings,Nora Roberts,1996,Jove Books
0312963815,Birds of Prey,Wilbur A. Smith,1998,St. Martin's Press
0345440072,Seven Dials,ANNE PERRY,2003,Ballantine Books
0060186380,Call Each River Jordan: A Novel of Historical Suspense,Owen Parry,2001,William Morrow &amp; Company
0440508509,Cinematherapy : The Girl's Guide to Movies for Every Mood,Beverly West,1999,Dell
0671014935,Likely to Die (Alexandra Cooper Mysteries (Paperback)),Linda Fairstein,1998,Pocket Books
0140095861,Stranger in the Forest: On Foot Across Borneo (Penguin Travel Library Series),Eric Hansen,1989,Penguin USA
3442437717,Asche zu Asche.,Elizabeth George,1997,Goldmann
0446404292,Sanctuary Sparrow (Brother Cadfael Mysteries),Ellis Peters,1995,Warner Books
0345341988,Death Notes,Ruth Rendell,1994,Fawcett Books
0446353914,Night Magic,Karen Robards,1988,Warner Books
068480753X,DEAD MAN'S WALK,Larry McMurtry,1995,Simon &amp; Schuster
0345353404,Caught Dead in Philadelphia,Gillian Roberts,1990,Fawcett Books
0553256742,Yeager: An Autobiography,Chuck Yeager,1986,Bantam Books
0380690969,Something the Cat Dragged in (Peter Shandy Mysteries),Charlotte MacLeod,1984,Harper Mass Market Paperbacks (Mm)
0446529028,Hometown Legend,Jerry B. Jenkins,2001,Warner Faith
0380794470,Dream a Little Dream,Susan Elizabeth Phillips,1998,Avon
0688163173,Shutter Island: A Novel,Dennis Lehane,2003,William Morrow
0553573357,Blue Mars,Kim Stanley Robinson,1997,Spectra Books
0679727779,Sleeping in Flame,Jonathan Carroll,1990,Vintage Books USA
0451206665,Always in My Heart,Catherine Anderson,2002,Signet Book
0441011462,Angelica: A Novel of Samaria,Sharon Shinn,2004,Ace Books
0688171567,Discovering the Body,Mary Howard,2000,William Morrow &amp; Company
0312966555,All Things Wise and Wonderful (All Things Wise &amp; Wonderful),James Herriot,1998,St. Martin's Press
0812555236,Xone of Contention : A Xanth Novel (Xanth),Piers Anthony,2000,Tor Fantasy
0515100536,The Aviators (Brotherhood of War),W. E. B. Griffin,1989,Jove Books
0449200531,Twice Shy,Dick Francis,1983,Fawcett Books
0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple &amp; Leviathan",Robert Shea,1984,Dell Publishing Company
0425163717,Holiday in Death,J. D. Robb,1998,Berkley Publishing Group
044661095X,Killing Time,Caleb Carr,2002,Warner Books
0395353009,The Prince of Tides,Pat Conroy,1986,Houghton Mifflin Company
0786014202,Thicker Than Water,P. J. Parrish,2003,Pinnacle Books
1551667177,At The Stroke Of Madness (Maggie O'Dell Novels (Hardcover)),Alex Kava,2003,Mira Books
0671024256,On Writing,Stephen King,2001,Pocket
0385482493,The Gifts of the Jews : How a Tribe of Desert Nomads Changed the Way Everyone Thinks and Feels (Hinges of History),Thomas Cahill,1999,Anchor
0375414827,The Language Police:  How Pressure Groups Restrict What Students Learn,DIANE RAVITCH,2003,Knopf
0553297260,Darkness,John Saul,1992,Bantam Books
0804102201,The Thanatos Syndrome,Walker Percy,1994,Ivy Books
1551666006,Angel Mine (Mira),Sherryl Woods,2000,Mira
0553211927,Sons and Lovers (Bantam Classics),D. H. Lawrence,1985,Bantam Books
0061099341,As the Crow Flies,Jeffrey Archer,1992,HarperTorch
038097536X,The Heir,Johanna Lindsey,2000,William Morrow &amp; Company
1400031699,The Little Friend,Donna Tartt,2003,Vintage
0740704818,The Blue Day Book,Bradley Trevor Greive,2000,Andrews McMeel Publishing
0385483724,"Desire of the Everlasting Hills: The World Before and After Jesus (Hinges of History (Paper), Vol 3)",Thomas Cahill,2001,Anchor Books/Doubleday
0849916550,He Chose The Nails,Max Lucado,2000,W Publishing Group
0452283795,Wanderlust,Chris Dyer,2003,Plume Books
0515128007,The Morning After,Suzanne Forster,2000,Jove Books
0061053309,"The Truth Is Out There (The Official Guide to the X-Files, Vol. 1)",Brian Lowry,1995,Perennial Currents
0446670006,Dork of Cork,Chet Raymo,1994,Warner Books
0449148394,Grievous Sin (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1994,Fawcett Books
0395873460,The Hobbit (Illustrated Edition),J. R. R. Tolkien,1997,Houghton Mifflin Co
0452284694,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Plume Books
0767908171,A Short History of Nearly Everything,Bill Bryson,2003,Broadway
0385311400,Drums of Autumn,DIANA GABALDON,1996,Delacorte Press
0060191821,Worst Fears Realized,Stuart Woods,1999,Harpercollins
0679729461,The Vintage Bradbury: Ray Bradbury's Own Selection of His Best Stories,Ray Bradbury,1990,Vintage Books USA
0425153789,Immortal in Death,J. D. Robb,1996,Berkley Publishing Group
0812574621,Animist,Eve Forward,2001,Tor Fantasy
0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule,1988,Signet Book
0553560239,The Hot House : Life Inside Leavenworth Prison,PETE EARLEY,1993,Bantam
0345440021,Funeral in Blue,Anne Perry,2002,Fawcett Books
0451452259,Witches Abroad (Discworld Novels (Paperback)),Terry Pratchett,0,New Amer Library
0670852341,Mid-Life Confidential: The Rock Bottom Remainders Tour America With Three Chords and an Attitude,Dave Marsh,1994,Penguin USA
0916856003,Alcoholics Anonymous: The Story of How Many Thousands of Men and Women Have Recovered from Alcoholism/B-1,Bill W.,1976,Alcoholics Anonymous World Services
0916856011,Twelve Steps and Twelve Traditions,Alcoholics Anonymous,1989,Hazelden Publishing &amp; Educational Services
0380817160,A Winter Haunting,Dan Simmons,2002,HarperTorch
0380973820,From the Dust Returned: A Novel,Ray Bradbury,2001,William Morrow &amp; Company
048629899X,The Narrative of Sojourner Truth (Dover Thrift Editions),Olive Gilbert,1997,Dover Publications
0553231081,Southern Discomfort,Rita Mae Brown,1983,Bantam Books
1576751996,Affluenza: The All-Consuming Epidemic,John De Graaf,2002,Berrett-Koehler Publishers
1565840003,Race: How Blacks and Whites Think and Feel About the American Obsession,Studs Terkel,1992,W W Norton &amp; Co Inc
0345383044,Jihad vs. McWorld: How Globalism and Tribalism Are Reshaping the World,Benjamin R. Barber,1996,Ballantine Books
0836278445,Don'T Step In The Leadership:A Dilbert Book,Scott Adams,1999,Andrews McMeel Publishing
0061090891,Santa Fe Rules,Stuart Woods,1993,HarperTorch
0394588320,Harlot's Ghost,Norman Mailer,1991,Random House Inc
0449206467,The Last Enchantment,Mary Stewart,1990,Fawcett Books
0553295276,Beauty,Sheri S. Tepper,1992,Bantam
0893756083,Around the World in 80 Days,Jules Verne,1981,Troll Communications
0374111197,Beowulf : A New Verse Translation,Seamus Heaney,2000,"Farrar, Straus and Giroux"
0671777009,H... STORY OF HEATHCLIFF'S JOURNEY BACK TO WUTHERING HEIGHTS,Lin Haire-Sargeant,1992,Atria
0140296530,The Master of All Desires,Judith Merkle Riley,2000,Penguin Books
0966410076,"You Are Being Lied To: The Disinformation Guide to Media Distortion, Historical Whitewashes and Cultural Myths",Russ Kick,2001,The Disinformation Company
1578591201,VideoHound's Golden Movie Retriever 2001,Jim Craddock,2000,Gale Group
0679726470,"The Complete Monty Python's Flying Circus : All the Words, Volume 1",Graham Chapman,1989,Pantheon Books
0670691992,Talisman,Stephen King,1984,Viking Books
0452261341,"Gunslinger Tower 1 (Dark Tower, No 1)",Stephen King,1988,Penguin Putnam~trade
0312022824,Silence of the Lambs,Thomas Harris,1999,St. Martin's Press
0679748091,Ripley Under Water (Vintage Crime/Black Lizard),Patricia Highsmith,1993,Vintage Books USA
0679742301,Ripley Under Ground (Vintage Crime/Black Lizard),Patricia Highsmith,1992,Vintage Books USA
0895778602,1001 Hints &amp; Tips for Your Garden : An Indispensable Guide to Easier and More Effective Gardening,Readers Digest,1996,Readers Digest
